Min Age,Max Age,Profession,PartnerStatus,SA4 CODE,SA4 (Region name),Tot_inc_amt,Help_debt
40,44,Machinery operators and drivers,No,506,Perth - South East,66871,404
40,44,Machinery operators and drivers,No,507,Perth - South West,82118,0
40,44,Machinery operators and drivers,No,508,Western Australia - Outback,98551,0
40,44,Machinery operators and drivers,No,509,Western Australia - Wheat Belt,55602,0
40,44,Machinery operators and drivers,No,601,Hobart,60991,0
40,44,Machinery operators and drivers,No,602,Launceston and North East,98630,0
40,44,Machinery operators and drivers,No,604,West and North West,60641,0
40,44,Machinery operators and drivers,No,701,Darwin,55786,0
40,44,Machinery operators and drivers,No,702,Northern Territory - Outback,80506,0
40,44,Machinery operators and drivers,No,801,Australian Capital Territory,80083,4273
40,44,Machinery operators and drivers,No,#N/A,Unknown/Overseas,85829,0
40,44,Machinery operators and drivers,Yes,101,Capital Region,40267,0
40,44,Machinery operators and drivers,Yes,102,Central Coast,69319,0
40,44,Machinery operators and drivers,Yes,103,Central West,100317,133
40,44,Machinery operators and drivers,Yes,104,Coffs Harbour - Grafton,63915,0
40,44,Machinery operators and drivers,Yes,105,Far West and Orana,87485,0
40,44,Machinery operators and drivers,Yes,106,Hunter Valley exc Newcastle,102132,0
40,44,Machinery operators and drivers,Yes,107,Illawarra,118814,0
40,44,Machinery operators and drivers,Yes,108,Mid North Coast,74622,0
40,44,Machinery operators and drivers,Yes,109,Murray,49266,0
40,44,Machinery operators and drivers,Yes,110,New England and North West,78594,0
40,44,Machinery operators and drivers,Yes,111,Newcastle and Lake Macquarie,106061,0
40,44,Machinery operators and drivers,Yes,112,Richmond - Tweed,83839,0
40,44,Machinery operators and drivers,Yes,113,Riverina,59016,0
40,44,Machinery operators and drivers,Yes,114,Southern Highlands and Shoalhaven,88687,0
40,44,Machinery operators and drivers,Yes,115,Sydney - Baulkham Hills and Hawkesbury,68091,0
40,44,Machinery operators and drivers,Yes,116,Sydney - Blacktown,71153,0
40,44,Machinery operators and drivers,Yes,117,Sydney - City and Inner South,48551,0
40,44,Machinery operators and drivers,Yes,118,Sydney - Eastern Suburbs,71822,0
40,44,Machinery operators and drivers,Yes,119,Sydney - Inner South West,61624,0
40,44,Machinery operators and drivers,Yes,120,Sydney - Inner West,40095,0
40,44,Machinery operators and drivers,Yes,121,Sydney - North Sydney and Hornsby,47108,0
40,44,Machinery operators and drivers,Yes,122,Sydney - Northern Beaches,71950,0
40,44,Machinery operators and drivers,Yes,123,Sydney - Outer South West,78163,0
40,44,Machinery operators and drivers,Yes,124,Sydney - Outer West and Blue Mountains,67677,0
40,44,Machinery operators and drivers,Yes,125,Sydney - Parramatta,49153,0
40,44,Machinery operators and drivers,Yes,126,Sydney - Ryde,42218,0
40,44,Machinery operators and drivers,Yes,127,Sydney - South West,65784,409
40,44,Machinery operators and drivers,Yes,128,Sydney - Sutherland,89486,0
40,44,Machinery operators and drivers,Yes,201,Ballarat,59735,0
40,44,Machinery operators and drivers,Yes,202,Bendigo,62319,0
40,44,Machinery operators and drivers,Yes,203,Geelong,73828,0
40,44,Machinery operators and drivers,Yes,204,Hume,62717,0
40,44,Machinery operators and drivers,Yes,205,Latrobe - Gippsland,66779,0
40,44,Machinery operators and drivers,Yes,207,Melbourne - Inner East,51954,0
40,44,Machinery operators and drivers,Yes,208,Melbourne - Inner South,69763,630
40,44,Machinery operators and drivers,Yes,209,Melbourne - North East,58171,0
40,44,Machinery operators and drivers,Yes,210,Melbourne - North West,61039,0
40,44,Machinery operators and drivers,Yes,211,Melbourne - Outer East,53036,0
40,44,Machinery operators and drivers,Yes,212,Melbourne - South East,59708,0
40,44,Machinery operators and drivers,Yes,213,Melbourne - West,58399,210
40,44,Machinery operators and drivers,Yes,214,Mornington Peninsula,38531,0
40,44,Machinery operators and drivers,Yes,215,North West,89331,0
40,44,Machinery operators and drivers,Yes,216,Shepparton,66691,0
40,44,Machinery operators and drivers,Yes,217,Warrnambool and South West,65488,0
40,44,Machinery operators and drivers,Yes,301,Brisbane - East,66802,0
40,44,Machinery operators and drivers,Yes,302,Brisbane - North,65597,0
40,44,Machinery operators and drivers,Yes,303,Brisbane - South,63291,0
40,44,Machinery operators and drivers,Yes,304,Brisbane - West,55432,0
40,44,Machinery operators and drivers,Yes,305,Brisbane Inner City,86815,0
40,44,Machinery operators and drivers,Yes,306,Cairns,65943,282
40,44,Machinery operators and drivers,Yes,307,Darling Downs - Maranoa,101618,0
40,44,Machinery operators and drivers,Yes,308,Fitzroy,128265,0
40,44,Machinery operators and drivers,Yes,309,Gold Coast,78527,600
40,44,Machinery operators and drivers,Yes,310,Ipswich,89733,0
40,44,Machinery operators and drivers,Yes,311,Logan - Beaudesert,71710,0
40,44,Machinery operators and drivers,Yes,312,Mackay,106134,0
40,44,Machinery operators and drivers,Yes,313,Moreton Bay - North,63660,0
40,44,Machinery operators and drivers,Yes,314,Moreton Bay - South,63761,0
40,44,Machinery operators and drivers,Yes,315,Queensland - Outback,89037,0
40,44,Machinery operators and drivers,Yes,316,Sunshine Coast,88409,0
40,44,Machinery operators and drivers,Yes,317,Toowoomba,70390,0
40,44,Machinery operators and drivers,Yes,318,Townsville,75309,0
40,44,Machinery operators and drivers,Yes,319,Wide Bay,91762,0
40,44,Machinery operators and drivers,Yes,401,Adelaide - Central and Hills,72881,0
40,44,Machinery operators and drivers,Yes,402,Adelaide - North,59538,744
40,44,Machinery operators and drivers,Yes,403,Adelaide - South,47464,0
40,44,Machinery operators and drivers,Yes,404,Adelaide - West,53797,0
40,44,Machinery operators and drivers,Yes,405,Barossa - Yorke - Mid North,67583,0
40,44,Machinery operators and drivers,Yes,406,South Australia - Outback,114344,0
40,44,Machinery operators and drivers,Yes,407,South Australia - South East,86681,0
40,44,Machinery operators and drivers,Yes,501,Bunbury,106586,0
40,44,Machinery operators and drivers,Yes,502,Mandurah,138266,0
40,44,Machinery operators and drivers,Yes,503,Perth - Inner,112978,0
40,44,Machinery operators and drivers,Yes,504,Perth - North East,105954,0
40,44,Machinery operators and drivers,Yes,505,Perth - North West,91379,0
40,44,Machinery operators and drivers,Yes,506,Perth - South East,85251,0
40,44,Machinery operators and drivers,Yes,507,Perth - South West,87244,0
40,44,Machinery operators and drivers,Yes,508,Western Australia - Outback,93419,0
40,44,Machinery operators and drivers,Yes,509,Western Australia - Wheat Belt,92572,0
40,44,Machinery operators and drivers,Yes,601,Hobart,65282,0
40,44,Machinery operators and drivers,Yes,602,Launceston and North East,73542,0
40,44,Machinery operators and drivers,Yes,604,West and North West,77613,0
40,44,Machinery operators and drivers,Yes,701,Darwin,77157,0
40,44,Machinery operators and drivers,Yes,702,Northern Territory - Outback,50278,0
40,44,Machinery operators and drivers,Yes,801,Australian Capital Territory,63851,0
40,44,Managers,No,101,Capital Region,123969,0
40,44,Managers,No,102,Central Coast,40908,0
40,44,Managers,No,103,Central West,54122,29472
40,44,Managers,No,104,Coffs Harbour - Grafton,47044,4380
40,44,Managers,No,105,Far West and Orana,76759,0
40,44,Managers,No,106,Hunter Valley exc Newcastle,141633,0
40,44,Managers,No,107,Illawarra,62660,243
40,44,Managers,No,108,Mid North Coast,49245,195
40,44,Managers,No,109,Murray,47112,0
40,44,Managers,No,110,New England and North West,61017,0
40,44,Managers,No,111,Newcastle and Lake Macquarie,63506,1307
40,44,Managers,No,112,Richmond - Tweed,65655,749
40,44,Managers,No,113,Riverina,25947,3227
40,44,Managers,No,114,Southern Highlands and Shoalhaven,70374,0
40,44,Managers,No,115,Sydney - Baulkham Hills and Hawkesbury,97741,0
40,44,Managers,No,116,Sydney - Blacktown,50419,0
40,44,Managers,No,117,Sydney - City and Inner South,147707,885
40,44,Managers,No,118,Sydney - Eastern Suburbs,111006,159
40,44,Managers,No,119,Sydney - Inner South West,75461,375
40,44,Managers,No,120,Sydney - Inner West,83424,0
40,44,Managers,No,121,Sydney - North Sydney and Hornsby,113134,0
40,44,Managers,No,122,Sydney - Northern Beaches,117224,0
40,44,Managers,No,123,Sydney - Outer South West,56936,622
40,44,Managers,No,124,Sydney - Outer West and Blue Mountains,77888,876
40,44,Managers,No,125,Sydney - Parramatta,51939,90
40,44,Managers,No,126,Sydney - Ryde,111806,0
40,44,Managers,No,127,Sydney - South West,68400,3041
40,44,Managers,No,128,Sydney - Sutherland,85115,2711
40,44,Managers,No,201,Ballarat,53559,0
40,44,Managers,No,202,Bendigo,54518,0
40,44,Managers,No,203,Geelong,77974,0
40,44,Managers,No,204,Hume,61586,0
40,44,Managers,No,205,Latrobe - Gippsland,69510,0
40,44,Managers,No,206,Melbourne - Inner,106416,586
40,44,Managers,No,207,Melbourne - Inner East,72363,0
40,44,Managers,No,208,Melbourne - Inner South,71675,0
40,44,Managers,No,209,Melbourne - North East,59353,150
40,44,Managers,No,210,Melbourne - North West,85847,0
40,44,Managers,No,211,Melbourne - Outer East,67325,0
40,44,Managers,No,212,Melbourne - South East,69215,59
40,44,Managers,No,213,Melbourne - West,85433,944
40,44,Managers,No,214,Mornington Peninsula,81242,0
40,44,Managers,No,215,North West,57839,0
40,44,Managers,No,216,Shepparton,55242,0
40,44,Managers,No,217,Warrnambool and South West,64397,7039
40,44,Managers,No,301,Brisbane - East,63141,0
40,44,Managers,No,302,Brisbane - North,62985,0
40,44,Managers,No,303,Brisbane - South,56477,57
40,44,Managers,No,304,Brisbane - West,94065,3527
40,44,Managers,No,305,Brisbane Inner City,120068,581
40,44,Managers,No,306,Cairns,70604,126
40,44,Managers,No,307,Darling Downs - Maranoa,22239,0
40,44,Managers,No,308,Fitzroy,73511,69
40,44,Managers,No,309,Gold Coast,90123,2131
40,44,Managers,No,310,Ipswich,84474,1193
40,44,Managers,No,311,Logan - Beaudesert,70417,0
40,44,Managers,No,312,Mackay,136349,0
40,44,Managers,No,313,Moreton Bay - North,80448,0
40,44,Managers,No,314,Moreton Bay - South,65819,0
40,44,Managers,No,315,Queensland - Outback,48592,0
40,44,Managers,No,316,Sunshine Coast,59587,193
40,44,Managers,No,317,Toowoomba,76046,0
40,44,Managers,No,318,Townsville,85996,3920
40,44,Managers,No,319,Wide Bay,31991,0
40,44,Managers,No,401,Adelaide - Central and Hills,104972,0
40,44,Managers,No,402,Adelaide - North,58328,293
40,44,Managers,No,403,Adelaide - South,59281,0
40,44,Managers,No,404,Adelaide - West,71932,0
40,44,Managers,No,405,Barossa - Yorke - Mid North,79184,0
40,44,Managers,No,407,South Australia - South East,51533,0
40,44,Managers,No,501,Bunbury,52683,767
40,44,Managers,No,502,Mandurah,54839,0
40,44,Managers,No,503,Perth - Inner,123659,0
40,44,Managers,No,504,Perth - North East,90910,0
40,44,Managers,No,505,Perth - North West,103460,3271
40,44,Managers,No,506,Perth - South East,103695,1309
40,44,Managers,No,507,Perth - South West,73887,62
40,44,Managers,No,508,Western Australia - Outback,81042,0
40,44,Managers,No,509,Western Australia - Wheat Belt,62298,0
40,44,Managers,No,601,Hobart,83119,0
40,44,Managers,No,602,Launceston and North East,41022,0
40,44,Managers,No,604,West and North West,50233,0
40,44,Managers,No,701,Darwin,98537,0
40,44,Managers,No,801,Australian Capital Territory,112960,0
40,44,Managers,Yes,101,Capital Region,79515,0
40,44,Managers,Yes,102,Central Coast,221591,127
40,44,Managers,Yes,103,Central West,82499,0
40,44,Managers,Yes,104,Coffs Harbour - Grafton,94966,0
40,44,Managers,Yes,105,Far West and Orana,87112,187
40,44,Managers,Yes,106,Hunter Valley exc Newcastle,80862,312
40,44,Managers,Yes,107,Illawarra,89525,125
40,44,Managers,Yes,108,Mid North Coast,131448,572
40,44,Managers,Yes,109,Murray,95798,908
40,44,Managers,Yes,110,New England and North West,86747,406
40,44,Managers,Yes,111,Newcastle and Lake Macquarie,96079,0
40,44,Managers,Yes,112,Richmond - Tweed,94197,0
40,44,Managers,Yes,113,Riverina,121174,0
40,44,Managers,Yes,114,Southern Highlands and Shoalhaven,176478,0
40,44,Managers,Yes,115,Sydney - Baulkham Hills and Hawkesbury,109710,0
40,44,Managers,Yes,116,Sydney - Blacktown,85404,220
40,44,Managers,Yes,117,Sydney - City and Inner South,111146,571
40,44,Managers,Yes,118,Sydney - Eastern Suburbs,351190,560
40,44,Managers,Yes,119,Sydney - Inner South West,126733,921
40,44,Managers,Yes,120,Sydney - Inner West,142020,0
40,44,Managers,Yes,121,Sydney - North Sydney and Hornsby,182657,0
40,44,Managers,Yes,122,Sydney - Northern Beaches,180652,248
40,44,Managers,Yes,123,Sydney - Outer South West,86584,0
40,44,Managers,Yes,124,Sydney - Outer West and Blue Mountains,85133,0
40,44,Managers,Yes,125,Sydney - Parramatta,83401,87
40,44,Managers,Yes,126,Sydney - Ryde,375040,0
40,44,Managers,Yes,127,Sydney - South West,81233,843
40,44,Managers,Yes,128,Sydney - Sutherland,127068,0
40,44,Managers,Yes,201,Ballarat,91878,0
40,44,Managers,Yes,202,Bendigo,77937,898
40,44,Managers,Yes,203,Geelong,96357,0
40,44,Managers,Yes,204,Hume,95739,0
40,44,Managers,Yes,205,Latrobe - Gippsland,96031,0
40,44,Managers,Yes,206,Melbourne - Inner,182665,396
40,44,Managers,Yes,207,Melbourne - Inner East,161502,44
40,44,Managers,Yes,208,Melbourne - Inner South,135352,184
40,44,Managers,Yes,209,Melbourne - North East,96453,644
40,44,Managers,Yes,210,Melbourne - North West,105126,331
40,44,Managers,Yes,211,Melbourne - Outer East,88714,182
40,44,Managers,Yes,212,Melbourne - South East,94726,749
40,44,Managers,Yes,213,Melbourne - West,98616,341
40,44,Managers,Yes,214,Mornington Peninsula,94665,0
40,44,Managers,Yes,215,North West,85387,0
40,44,Managers,Yes,216,Shepparton,74547,0
40,44,Managers,Yes,217,Warrnambool and South West,98623,0
40,44,Managers,Yes,301,Brisbane - East,116302,0
40,44,Managers,Yes,302,Brisbane - North,101163,487
40,44,Managers,Yes,303,Brisbane - South,107306,533
40,44,Managers,Yes,304,Brisbane - West,158176,508
40,44,Managers,Yes,305,Brisbane Inner City,156356,906
40,44,Managers,Yes,306,Cairns,80616,0
40,44,Managers,Yes,307,Darling Downs - Maranoa,80554,368
40,44,Managers,Yes,308,Fitzroy,92170,0
40,44,Managers,Yes,309,Gold Coast,93210,0
40,44,Managers,Yes,310,Ipswich,95826,609
40,44,Managers,Yes,311,Logan - Beaudesert,95272,0
40,44,Managers,Yes,312,Mackay,117320,0
40,44,Managers,Yes,313,Moreton Bay - North,89279,1629
40,44,Managers,Yes,314,Moreton Bay - South,104655,0
40,44,Managers,Yes,315,Queensland - Outback,113411,1113
40,44,Managers,Yes,316,Sunshine Coast,87505,869
40,44,Managers,Yes,317,Toowoomba,82201,55
40,44,Managers,Yes,318,Townsville,94472,728
40,44,Managers,Yes,319,Wide Bay,70945,0
40,44,Managers,Yes,401,Adelaide - Central and Hills,120025,1537
40,44,Managers,Yes,402,Adelaide - North,79981,68
40,44,Managers,Yes,403,Adelaide - South,116173,0
40,44,Managers,Yes,404,Adelaide - West,89497,1170
40,44,Managers,Yes,405,Barossa - Yorke - Mid North,68539,713
40,44,Managers,Yes,406,South Australia - Outback,76296,393
40,44,Managers,Yes,407,South Australia - South East,90449,0
40,44,Managers,Yes,501,Bunbury,96597,0
40,44,Managers,Yes,502,Mandurah,104284,0
40,44,Managers,Yes,503,Perth - Inner,165520,179
40,44,Managers,Yes,504,Perth - North East,106956,826
40,44,Managers,Yes,505,Perth - North West,125073,41
40,44,Managers,Yes,506,Perth - South East,127906,754
40,44,Managers,Yes,507,Perth - South West,115867,595
40,44,Managers,Yes,508,Western Australia - Outback,105024,0
40,44,Managers,Yes,509,Western Australia - Wheat Belt,91738,903
40,44,Managers,Yes,601,Hobart,73441,1114
40,44,Managers,Yes,602,Launceston and North East,58513,197
40,44,Managers,Yes,604,West and North West,71085,0
40,44,Managers,Yes,701,Darwin,140988,0
40,44,Managers,Yes,702,Northern Territory - Outback,75544,0
40,44,Managers,Yes,801,Australian Capital Territory,121897,92
40,44,Managers,Yes,#N/A,Unknown/Overseas,112059,0
40,44,Other,No,101,Capital Region,55038,0
40,44,Other,No,102,Central Coast,39328,0
40,44,Other,No,103,Central West,37527,143
40,44,Other,No,104,Coffs Harbour - Grafton,27560,853
40,44,Other,No,105,Far West and Orana,40948,0
40,44,Other,No,106,Hunter Valley exc Newcastle,35896,0
40,44,Other,No,107,Illawarra,27812,0
40,44,Other,No,108,Mid North Coast,22350,783
40,44,Other,No,109,Murray,24767,693
40,44,Other,No,110,New England and North West,29393,2474
40,44,Other,No,111,Newcastle and Lake Macquarie,48418,2882
40,44,Other,No,112,Richmond - Tweed,34858,1595
40,44,Other,No,113,Riverina,125535,0
40,44,Other,No,114,Southern Highlands and Shoalhaven,40760,2884
40,44,Other,No,115,Sydney - Baulkham Hills and Hawkesbury,35364,0
40,44,Other,No,116,Sydney - Blacktown,30758,458
40,44,Other,No,117,Sydney - City and Inner South,92167,964
40,44,Other,No,118,Sydney - Eastern Suburbs,76494,8307
40,44,Other,No,119,Sydney - Inner South West,33917,1019
40,44,Other,No,120,Sydney - Inner West,46762,374
40,44,Other,No,121,Sydney - North Sydney and Hornsby,48085,547
40,44,Other,No,122,Sydney - Northern Beaches,32720,1677
40,44,Other,No,123,Sydney - Outer South West,32372,34
40,44,Other,No,124,Sydney - Outer West and Blue Mountains,33769,1163
40,44,Other,No,125,Sydney - Parramatta,21854,897
40,44,Other,No,126,Sydney - Ryde,45115,767
40,44,Other,No,127,Sydney - South West,43094,490
40,44,Other,No,128,Sydney - Sutherland,41586,596
40,44,Other,No,201,Ballarat,39805,1028
40,44,Other,No,202,Bendigo,34557,5178
40,44,Other,No,203,Geelong,45393,2262
40,44,Other,No,204,Hume,49103,0
40,44,Other,No,205,Latrobe - Gippsland,28861,0
40,44,Other,No,206,Melbourne - Inner,38162,3448
40,44,Other,No,207,Melbourne - Inner East,49205,1585
40,44,Other,No,208,Melbourne - Inner South,45816,1198
40,44,Other,No,209,Melbourne - North East,31364,678
40,44,Other,No,210,Melbourne - North West,31633,1236
40,44,Other,No,211,Melbourne - Outer East,35764,1650
40,44,Other,No,212,Melbourne - South East,32972,1427
40,44,Other,No,213,Melbourne - West,27539,1402
40,44,Other,No,214,Mornington Peninsula,29901,491
40,44,Other,No,215,North West,27552,0
40,44,Other,No,216,Shepparton,17577,637
40,44,Other,No,217,Warrnambool and South West,31809,909
40,44,Other,No,301,Brisbane - East,53503,196
40,44,Other,No,302,Brisbane - North,90593,341
40,44,Other,No,303,Brisbane - South,44568,824
40,44,Other,No,304,Brisbane - West,50815,0
40,44,Other,No,305,Brisbane Inner City,61141,1982
40,44,Other,No,306,Cairns,32721,1868
40,44,Other,No,307,Darling Downs - Maranoa,67090,0
40,44,Other,No,308,Fitzroy,88174,1513
40,44,Other,No,309,Gold Coast,30300,505
40,44,Other,No,310,Ipswich,47674,409
40,44,Other,No,311,Logan - Beaudesert,24313,1053
40,44,Other,No,312,Mackay,35221,2676
40,44,Other,No,313,Moreton Bay - North,40044,212
40,44,Other,No,314,Moreton Bay - South,68961,515
40,44,Other,No,315,Queensland - Outback,45651,0
40,44,Other,No,316,Sunshine Coast,34886,404
40,44,Other,No,317,Toowoomba,52923,1257
40,44,Other,No,318,Townsville,50695,0
40,44,Other,No,319,Wide Bay,28304,3613
40,44,Other,No,401,Adelaide - Central and Hills,61512,3597
40,44,Other,No,402,Adelaide - North,50055,2461
40,44,Other,No,403,Adelaide - South,35410,2586
40,44,Other,No,404,Adelaide - West,41542,2168
40,44,Other,No,405,Barossa - Yorke - Mid North,74343,0
40,44,Other,No,406,South Australia - Outback,61676,1762
40,44,Other,No,407,South Australia - South East,27149,0
40,44,Other,No,501,Bunbury,30970,558
40,44,Other,No,502,Mandurah,42800,1916
40,44,Other,No,503,Perth - Inner,114376,2849
40,44,Other,No,504,Perth - North East,33685,1568
40,44,Other,No,505,Perth - North West,31770,0
40,44,Other,No,506,Perth - South East,36871,1298
40,44,Other,No,507,Perth - South West,44367,0
40,44,Other,No,508,Western Australia - Outback,34854,0
40,44,Other,No,509,Western Australia - Wheat Belt,42003,1520
40,44,Other,No,601,Hobart,33330,1535
40,44,Other,No,602,Launceston and North East,41909,0
40,44,Other,No,604,West and North West,75670,437
40,44,Other,No,701,Darwin,51285,2128
40,44,Other,No,702,Northern Territory - Outback,51231,258
40,44,Other,No,801,Australian Capital Territory,62035,2634
40,44,Other,No,#N/A,Unknown/Overseas,23371,1594
40,44,Other,Yes,101,Capital Region,42673,0
40,44,Other,Yes,102,Central Coast,61026,397
40,44,Other,Yes,103,Central West,39202,0
40,44,Other,Yes,104,Coffs Harbour - Grafton,32226,0
40,44,Other,Yes,105,Far West and Orana,28901,1948
40,44,Other,Yes,106,Hunter Valley exc Newcastle,30793,1279
40,44,Other,Yes,107,Illawarra,60241,395
40,44,Other,Yes,108,Mid North Coast,40755,0
40,44,Other,Yes,109,Murray,38029,651
40,44,Other,Yes,110,New England and North West,41063,878
40,44,Other,Yes,111,Newcastle and Lake Macquarie,52167,1769
40,44,Other,Yes,112,Richmond - Tweed,37621,325
40,44,Other,Yes,113,Riverina,41323,370
40,44,Other,Yes,114,Southern Highlands and Shoalhaven,85889,341
40,44,Other,Yes,115,Sydney - Baulkham Hills and Hawkesbury,37165,335
40,44,Other,Yes,116,Sydney - Blacktown,36119,672
40,44,Other,Yes,117,Sydney - City and Inner South,39312,1140
40,44,Other,Yes,118,Sydney - Eastern Suburbs,109299,0
40,44,Other,Yes,119,Sydney - Inner South West,39625,86
40,44,Other,Yes,120,Sydney - Inner West,114640,1106
40,44,Other,Yes,121,Sydney - North Sydney and Hornsby,85048,756
40,44,Other,Yes,122,Sydney - Northern Beaches,97693,108
40,44,Other,Yes,123,Sydney - Outer South West,41577,432
40,44,Other,Yes,124,Sydney - Outer West and Blue Mountains,51524,1997
40,44,Other,Yes,125,Sydney - Parramatta,31831,761
40,44,Other,Yes,126,Sydney - Ryde,99836,627
40,44,Other,Yes,127,Sydney - South West,44752,1316
40,44,Other,Yes,128,Sydney - Sutherland,51644,185
40,44,Other,Yes,201,Ballarat,49502,885
40,44,Other,Yes,202,Bendigo,35374,1306
40,44,Other,Yes,203,Geelong,41253,2955
40,44,Other,Yes,204,Hume,26129,0
40,44,Other,Yes,205,Latrobe - Gippsland,43181,77
40,44,Other,Yes,206,Melbourne - Inner,100063,1292
40,44,Other,Yes,207,Melbourne - Inner East,64844,1201
40,44,Other,Yes,208,Melbourne - Inner South,90304,1184
40,44,Other,Yes,209,Melbourne - North East,38250,1095
40,44,Other,Yes,210,Melbourne - North West,39066,284
40,44,Other,Yes,211,Melbourne - Outer East,42205,895
40,44,Other,Yes,212,Melbourne - South East,27396,470
40,44,Other,Yes,213,Melbourne - West,41274,281
40,44,Other,Yes,214,Mornington Peninsula,42844,1293
40,44,Other,Yes,215,North West,60394,465
40,44,Other,Yes,216,Shepparton,38220,123
40,44,Other,Yes,217,Warrnambool and South West,48545,1425
40,44,Other,Yes,301,Brisbane - East,49382,1971
40,44,Other,Yes,302,Brisbane - North,67686,642
40,44,Other,Yes,303,Brisbane - South,66579,1174
40,44,Other,Yes,304,Brisbane - West,145713,2013
40,44,Other,Yes,305,Brisbane Inner City,156553,643
40,44,Other,Yes,306,Cairns,32949,885
40,44,Other,Yes,307,Darling Downs - Maranoa,41952,0
40,44,Other,Yes,308,Fitzroy,61804,126
40,44,Other,Yes,309,Gold Coast,54768,665
40,44,Other,Yes,310,Ipswich,40495,503
40,44,Other,Yes,311,Logan - Beaudesert,52047,2430
40,44,Other,Yes,312,Mackay,111453,0
40,44,Other,Yes,313,Moreton Bay - North,26728,376
40,44,Other,Yes,314,Moreton Bay - South,47462,206
40,44,Other,Yes,315,Queensland - Outback,52302,0
40,44,Other,Yes,316,Sunshine Coast,66799,834
40,44,Other,Yes,317,Toowoomba,53617,817
40,44,Other,Yes,318,Townsville,91168,1135
40,44,Other,Yes,319,Wide Bay,34759,0
40,44,Other,Yes,401,Adelaide - Central and Hills,77015,335
40,44,Other,Yes,402,Adelaide - North,47373,215
40,44,Other,Yes,403,Adelaide - South,63625,1162
40,44,Other,Yes,404,Adelaide - West,51292,444
40,44,Other,Yes,405,Barossa - Yorke - Mid North,40977,0
40,44,Other,Yes,406,South Australia - Outback,69417,0
40,44,Other,Yes,407,South Australia - South East,38648,834
40,44,Other,Yes,501,Bunbury,54693,0
40,44,Other,Yes,502,Mandurah,67477,0
40,44,Other,Yes,503,Perth - Inner,232508,0
40,44,Other,Yes,504,Perth - North East,51080,1414
40,44,Other,Yes,505,Perth - North West,49415,701
40,44,Other,Yes,506,Perth - South East,47329,1210
40,44,Other,Yes,507,Perth - South West,99205,662
40,44,Other,Yes,508,Western Australia - Outback,106385,2260
40,44,Other,Yes,509,Western Australia - Wheat Belt,57591,0
40,44,Other,Yes,601,Hobart,41854,2280
40,44,Other,Yes,602,Launceston and North East,28735,1893
40,44,Other,Yes,604,West and North West,24914,0
40,44,Other,Yes,701,Darwin,46532,1502
40,44,Other,Yes,702,Northern Territory - Outback,28663,0
40,44,Other,Yes,801,Australian Capital Territory,68496,1063
40,44,Other,Yes,#N/A,Unknown/Overseas,13447,1112
40,44,Professionals,No,101,Capital Region,88606,3708
40,44,Professionals,No,102,Central Coast,75080,732
40,44,Professionals,No,103,Central West,114544,456
40,44,Professionals,No,104,Coffs Harbour - Grafton,45429,3824
40,44,Professionals,No,105,Far West and Orana,67729,1130
40,44,Professionals,No,106,Hunter Valley exc Newcastle,64587,1533
40,44,Professionals,No,107,Illawarra,88397,5998
40,44,Professionals,No,108,Mid North Coast,57673,584
40,44,Professionals,No,109,Murray,19280,45493
40,44,Professionals,No,110,New England and North West,113236,4617
40,44,Professionals,No,111,Newcastle and Lake Macquarie,71493,2684
40,44,Professionals,No,112,Richmond - Tweed,64105,6475
40,44,Professionals,No,113,Riverina,80223,3518
40,44,Professionals,No,114,Southern Highlands and Shoalhaven,70118,0
40,44,Professionals,No,115,Sydney - Baulkham Hills and Hawkesbury,86983,0
40,44,Professionals,No,116,Sydney - Blacktown,70127,2393
40,44,Professionals,No,117,Sydney - City and Inner South,125432,1203
40,44,Professionals,No,118,Sydney - Eastern Suburbs,114139,1376
40,44,Professionals,No,119,Sydney - Inner South West,80019,2435
40,44,Professionals,No,120,Sydney - Inner West,88959,485
40,44,Professionals,No,121,Sydney - North Sydney and Hornsby,109816,1557
40,44,Professionals,No,122,Sydney - Northern Beaches,159161,1141
40,44,Professionals,No,123,Sydney - Outer South West,85333,4740
40,44,Professionals,No,124,Sydney - Outer West and Blue Mountains,63550,720
40,44,Professionals,No,125,Sydney - Parramatta,60152,1966
40,44,Professionals,No,126,Sydney - Ryde,96245,0
40,44,Professionals,No,127,Sydney - South West,67213,0
40,44,Professionals,No,128,Sydney - Sutherland,53391,1888
40,44,Professionals,No,201,Ballarat,72117,1984
40,44,Professionals,No,202,Bendigo,67052,5911
40,44,Professionals,No,203,Geelong,55007,4766
40,44,Professionals,No,204,Hume,33184,0
40,44,Professionals,No,205,Latrobe - Gippsland,56684,2728
40,44,Professionals,No,206,Melbourne - Inner,89576,4021
40,44,Professionals,No,207,Melbourne - Inner East,111792,3325
40,44,Professionals,No,208,Melbourne - Inner South,75220,2019
40,44,Professionals,No,209,Melbourne - North East,80728,1869
40,44,Professionals,No,210,Melbourne - North West,65677,2073
40,44,Professionals,No,211,Melbourne - Outer East,67572,769
40,44,Professionals,No,212,Melbourne - South East,65449,1127
40,44,Professionals,No,213,Melbourne - West,67453,846
40,44,Professionals,No,214,Mornington Peninsula,61848,1150
40,44,Professionals,No,215,North West,51605,3095
40,44,Professionals,No,216,Shepparton,33749,202
40,44,Professionals,No,217,Warrnambool and South West,53110,3155
40,44,Professionals,No,301,Brisbane - East,87456,0
