Min Age,Max Age,Profession,PartnerStatus,SA4 CODE,SA4 (Region name),Tot_inc_amt,Help_debt
20,24,Professionals,No,311,Logan - Beaudesert,38248,22159
20,24,Professionals,No,312,Mackay,66565,16028
20,24,Professionals,No,313,Moreton Bay - North,39779,9283
20,24,Professionals,No,314,Moreton Bay - South,49362,17321
20,24,Professionals,No,315,Queensland - Outback,60533,16012
20,24,Professionals,No,316,Sunshine Coast,49267,12224
20,24,Professionals,No,317,Toowoomba,39531,22056
20,24,Professionals,No,318,Townsville,44198,21860
20,24,Professionals,No,319,Wide Bay,35387,5271
20,24,Professionals,No,401,Adelaide - Central and Hills,42142,20933
20,24,Professionals,No,402,Adelaide - North,47441,14762
20,24,Professionals,No,403,Adelaide - South,39924,23340
20,24,Professionals,No,404,Adelaide - West,43015,22215
20,24,Professionals,No,405,Barossa - Yorke - Mid North,40760,29164
20,24,Professionals,No,406,South Australia - Outback,45925,15480
20,24,Professionals,No,407,South Australia - South East,50687,21694
20,24,Professionals,No,501,Bunbury,41763,19774
20,24,Professionals,No,502,Mandurah,35190,3623
20,24,Professionals,No,503,Perth - Inner,46132,16952
20,24,Professionals,No,504,Perth - North East,49580,12688
20,24,Professionals,No,505,Perth - North West,45089,20648
20,24,Professionals,No,506,Perth - South East,49616,12499
20,24,Professionals,No,507,Perth - South West,46008,13606
20,24,Professionals,No,508,Western Australia - Outback,43426,13567
20,24,Professionals,No,509,Western Australia - Wheat Belt,48704,13551
20,24,Professionals,No,601,Hobart,45995,13497
20,24,Professionals,No,602,Launceston and North East,19851,7563
20,24,Professionals,No,604,West and North West,28406,22713
20,24,Professionals,No,701,Darwin,53984,12159
20,24,Professionals,No,702,Northern Territory - Outback,45034,0
20,24,Professionals,No,801,Australian Capital Territory,48057,18372
20,24,Professionals,No,#N/A,Unknown/Overseas,20995,11356
20,24,Professionals,Yes,101,Capital Region,33173,6920
20,24,Professionals,Yes,102,Central Coast,64187,17638
20,24,Professionals,Yes,103,Central West,63411,9133
20,24,Professionals,Yes,105,Far West and Orana,30044,0
20,24,Professionals,Yes,106,Hunter Valley exc Newcastle,69985,19586
20,24,Professionals,Yes,107,Illawarra,39669,18546
20,24,Professionals,Yes,110,New England and North West,54488,11871
20,24,Professionals,Yes,111,Newcastle and Lake Macquarie,49972,7384
20,24,Professionals,Yes,113,Riverina,47647,14355
20,24,Professionals,Yes,115,Sydney - Baulkham Hills and Hawkesbury,62374,22609
20,24,Professionals,Yes,116,Sydney - Blacktown,41767,35046
20,24,Professionals,Yes,117,Sydney - City and Inner South,30969,19090
20,24,Professionals,Yes,118,Sydney - Eastern Suburbs,38755,15653
20,24,Professionals,Yes,119,Sydney - Inner South West,31740,17759
20,24,Professionals,Yes,120,Sydney - Inner West,54568,24510
20,24,Professionals,Yes,121,Sydney - North Sydney and Hornsby,42002,16442
20,24,Professionals,Yes,122,Sydney - Northern Beaches,33261,15892
20,24,Professionals,Yes,123,Sydney - Outer South West,57321,17004
20,24,Professionals,Yes,124,Sydney - Outer West and Blue Mountains,39981,14976
20,24,Professionals,Yes,125,Sydney - Parramatta,30869,12139
20,24,Professionals,Yes,126,Sydney - Ryde,15702,11218
20,24,Professionals,Yes,128,Sydney - Sutherland,79221,0
20,24,Professionals,Yes,201,Ballarat,49645,8607
20,24,Professionals,Yes,202,Bendigo,29925,0
20,24,Professionals,Yes,203,Geelong,65662,12860
20,24,Professionals,Yes,206,Melbourne - Inner,45366,16054
20,24,Professionals,Yes,207,Melbourne - Inner East,10078,11092
20,24,Professionals,Yes,208,Melbourne - Inner South,53495,26311
20,24,Professionals,Yes,209,Melbourne - North East,45581,9696
20,24,Professionals,Yes,211,Melbourne - Outer East,36376,9600
20,24,Professionals,Yes,212,Melbourne - South East,16657,9477
20,24,Professionals,Yes,213,Melbourne - West,39159,2362
20,24,Professionals,Yes,215,North West,89035,18407
20,24,Professionals,Yes,301,Brisbane - East,68968,5335
20,24,Professionals,Yes,302,Brisbane - North,35618,15045
20,24,Professionals,Yes,303,Brisbane - South,56673,9859
20,24,Professionals,Yes,304,Brisbane - West,61463,13822
20,24,Professionals,Yes,305,Brisbane Inner City,61917,26146
20,24,Professionals,Yes,306,Cairns,59330,15596
20,24,Professionals,Yes,307,Darling Downs - Maranoa,45767,21918
20,24,Professionals,Yes,308,Fitzroy,60276,6919
20,24,Professionals,Yes,309,Gold Coast,53658,10043
20,24,Professionals,Yes,310,Ipswich,46864,16809
20,24,Professionals,Yes,311,Logan - Beaudesert,32979,11339
20,24,Professionals,Yes,312,Mackay,62210,8370
20,24,Professionals,Yes,313,Moreton Bay - North,23836,34681
20,24,Professionals,Yes,314,Moreton Bay - South,40644,36006
20,24,Professionals,Yes,315,Queensland - Outback,36433,0
20,24,Professionals,Yes,316,Sunshine Coast,52338,0
20,24,Professionals,Yes,317,Toowoomba,37611,3285
20,24,Professionals,Yes,318,Townsville,32607,22964
20,24,Professionals,Yes,319,Wide Bay,25593,41093
20,24,Professionals,Yes,401,Adelaide - Central and Hills,51086,21771
20,24,Professionals,Yes,402,Adelaide - North,48425,12468
20,24,Professionals,Yes,403,Adelaide - South,39331,22776
20,24,Professionals,Yes,407,South Australia - South East,63354,19188
20,24,Professionals,Yes,503,Perth - Inner,113203,12483
20,24,Professionals,Yes,504,Perth - North East,61341,10392
20,24,Professionals,Yes,505,Perth - North West,44854,8433
20,24,Professionals,Yes,506,Perth - South East,56927,13847
20,24,Professionals,Yes,507,Perth - South West,64308,12298
20,24,Professionals,Yes,508,Western Australia - Outback,17427,13047
20,24,Professionals,Yes,601,Hobart,13418,17111
20,24,Professionals,Yes,701,Darwin,75088,0
20,24,Professionals,Yes,801,Australian Capital Territory,40672,15224
20,24,Professionals,Yes,#N/A,Unknown/Overseas,22114,9517
20,24,Sales workers,No,101,Capital Region,31624,7573
20,24,Sales workers,No,102,Central Coast,32022,7631
20,24,Sales workers,No,103,Central West,25321,9472
20,24,Sales workers,No,104,Coffs Harbour - Grafton,23548,9422
20,24,Sales workers,No,105,Far West and Orana,32195,5276
20,24,Sales workers,No,106,Hunter Valley exc Newcastle,30306,5790
20,24,Sales workers,No,107,Illawarra,31733,10609
20,24,Sales workers,No,108,Mid North Coast,24750,6996
20,24,Sales workers,No,109,Murray,29604,3502
20,24,Sales workers,No,110,New England and North West,37654,5109
20,24,Sales workers,No,111,Newcastle and Lake Macquarie,25751,7186
20,24,Sales workers,No,112,Richmond - Tweed,29336,3890
20,24,Sales workers,No,113,Riverina,41660,5776
20,24,Sales workers,No,114,Southern Highlands and Shoalhaven,29022,8817
20,24,Sales workers,No,115,Sydney - Baulkham Hills and Hawkesbury,33634,14705
20,24,Sales workers,No,116,Sydney - Blacktown,26498,9262
20,24,Sales workers,No,117,Sydney - City and Inner South,29014,6419
20,24,Sales workers,No,118,Sydney - Eastern Suburbs,32881,11845
20,24,Sales workers,No,119,Sydney - Inner South West,26074,14150
20,24,Sales workers,No,120,Sydney - Inner West,23285,12437
20,24,Sales workers,No,121,Sydney - North Sydney and Hornsby,31414,15868
20,24,Sales workers,No,122,Sydney - Northern Beaches,34354,10230
20,24,Sales workers,No,123,Sydney - Outer South West,28924,11836
20,24,Sales workers,No,124,Sydney - Outer West and Blue Mountains,27501,10240
20,24,Sales workers,No,125,Sydney - Parramatta,27125,13976
20,24,Sales workers,No,126,Sydney - Ryde,21567,11908
20,24,Sales workers,No,127,Sydney - South West,27043,15836
20,24,Sales workers,No,128,Sydney - Sutherland,28698,11934
20,24,Sales workers,No,201,Ballarat,27518,8350
20,24,Sales workers,No,202,Bendigo,47705,3975
20,24,Sales workers,No,203,Geelong,24726,11634
20,24,Sales workers,No,204,Hume,31522,8297
20,24,Sales workers,No,205,Latrobe - Gippsland,25233,7368
20,24,Sales workers,No,206,Melbourne - Inner,37269,9363
20,24,Sales workers,No,207,Melbourne - Inner East,34892,14035
20,24,Sales workers,No,208,Melbourne - Inner South,25610,10774
20,24,Sales workers,No,209,Melbourne - North East,24724,10333
20,24,Sales workers,No,210,Melbourne - North West,28494,8229
20,24,Sales workers,No,211,Melbourne - Outer East,26152,13034
20,24,Sales workers,No,212,Melbourne - South East,28806,9490
20,24,Sales workers,No,213,Melbourne - West,24878,9287
20,24,Sales workers,No,214,Mornington Peninsula,28405,8698
20,24,Sales workers,No,215,North West,31055,7340
20,24,Sales workers,No,216,Shepparton,24283,10413
20,24,Sales workers,No,217,Warrnambool and South West,28269,8241
20,24,Sales workers,No,301,Brisbane - East,26371,8075
20,24,Sales workers,No,302,Brisbane - North,32115,8574
20,24,Sales workers,No,303,Brisbane - South,25597,12579
20,24,Sales workers,No,304,Brisbane - West,29463,15551
20,24,Sales workers,No,305,Brisbane Inner City,30156,13806
20,24,Sales workers,No,306,Cairns,29335,5031
20,24,Sales workers,No,307,Darling Downs - Maranoa,35814,4922
20,24,Sales workers,No,308,Fitzroy,31637,3502
20,24,Sales workers,No,309,Gold Coast,28313,12932
20,24,Sales workers,No,310,Ipswich,31100,9001
20,24,Sales workers,No,311,Logan - Beaudesert,41949,6597
20,24,Sales workers,No,312,Mackay,32821,6087
20,24,Sales workers,No,313,Moreton Bay - North,28840,7276
20,24,Sales workers,No,314,Moreton Bay - South,25758,9743
20,24,Sales workers,No,315,Queensland - Outback,14871,4150
20,24,Sales workers,No,316,Sunshine Coast,27654,6987
20,24,Sales workers,No,317,Toowoomba,34865,7561
20,24,Sales workers,No,318,Townsville,27178,5063
20,24,Sales workers,No,319,Wide Bay,31058,3546
20,24,Sales workers,No,401,Adelaide - Central and Hills,32666,11422
20,24,Sales workers,No,402,Adelaide - North,25026,9955
20,24,Sales workers,No,403,Adelaide - South,28478,6900
20,24,Sales workers,No,404,Adelaide - West,27941,10493
20,24,Sales workers,No,405,Barossa - Yorke - Mid North,31350,12020
20,24,Sales workers,No,406,South Australia - Outback,45296,7980
20,24,Sales workers,No,407,South Australia - South East,28682,3826
20,24,Sales workers,No,501,Bunbury,48552,7501
20,24,Sales workers,No,502,Mandurah,24108,1352
20,24,Sales workers,No,503,Perth - Inner,29264,11270
20,24,Sales workers,No,504,Perth - North East,32569,9885
20,24,Sales workers,No,505,Perth - North West,29014,13940
20,24,Sales workers,No,506,Perth - South East,30472,9376
20,24,Sales workers,No,507,Perth - South West,30259,8375
20,24,Sales workers,No,508,Western Australia - Outback,40578,1071
20,24,Sales workers,No,509,Western Australia - Wheat Belt,35291,3700
20,24,Sales workers,No,601,Hobart,25620,7608
20,24,Sales workers,No,602,Launceston and North East,26293,10734
20,24,Sales workers,No,604,West and North West,26326,8139
20,24,Sales workers,No,701,Darwin,32568,7862
20,24,Sales workers,No,702,Northern Territory - Outback,26997,5087
20,24,Sales workers,No,801,Australian Capital Territory,29425,8471
20,24,Sales workers,No,#N/A,Unknown/Overseas,19772,5064
20,24,Sales workers,Yes,101,Capital Region,17369,1153
20,24,Sales workers,Yes,102,Central Coast,41963,911
20,24,Sales workers,Yes,104,Coffs Harbour - Grafton,40168,5197
20,24,Sales workers,Yes,106,Hunter Valley exc Newcastle,26126,1151
20,24,Sales workers,Yes,107,Illawarra,22935,5468
20,24,Sales workers,Yes,108,Mid North Coast,27581,3334
20,24,Sales workers,Yes,109,Murray,44734,13132
20,24,Sales workers,Yes,110,New England and North West,16489,0
20,24,Sales workers,Yes,111,Newcastle and Lake Macquarie,32092,12648
20,24,Sales workers,Yes,112,Richmond - Tweed,34354,0
20,24,Sales workers,Yes,114,Southern Highlands and Shoalhaven,49113,0
20,24,Sales workers,Yes,116,Sydney - Blacktown,30559,26589
20,24,Sales workers,Yes,117,Sydney - City and Inner South,38030,5703
20,24,Sales workers,Yes,119,Sydney - Inner South West,27260,1045
20,24,Sales workers,Yes,120,Sydney - Inner West,35583,7729
20,24,Sales workers,Yes,123,Sydney - Outer South West,29339,16812
20,24,Sales workers,Yes,124,Sydney - Outer West and Blue Mountains,32567,7226
20,24,Sales workers,Yes,125,Sydney - Parramatta,20274,1806
20,24,Sales workers,Yes,127,Sydney - South West,17350,12433
20,24,Sales workers,Yes,128,Sydney - Sutherland,46397,45853
20,24,Sales workers,Yes,202,Bendigo,65801,4253
20,24,Sales workers,Yes,204,Hume,26772,250
20,24,Sales workers,Yes,205,Latrobe - Gippsland,22449,0
20,24,Sales workers,Yes,206,Melbourne - Inner,31091,5052
20,24,Sales workers,Yes,208,Melbourne - Inner South,26291,10695
20,24,Sales workers,Yes,209,Melbourne - North East,41803,0
20,24,Sales workers,Yes,210,Melbourne - North West,26280,0
20,24,Sales workers,Yes,211,Melbourne - Outer East,31004,14958
20,24,Sales workers,Yes,212,Melbourne - South East,32558,10030
20,24,Sales workers,Yes,213,Melbourne - West,29654,11315
20,24,Sales workers,Yes,214,Mornington Peninsula,26970,2624
20,24,Sales workers,Yes,301,Brisbane - East,42796,17066
20,24,Sales workers,Yes,302,Brisbane - North,34322,5476
20,24,Sales workers,Yes,303,Brisbane - South,29420,0
20,24,Sales workers,Yes,305,Brisbane Inner City,37782,26834
20,24,Sales workers,Yes,306,Cairns,30813,0
20,24,Sales workers,Yes,307,Darling Downs - Maranoa,32486,0
20,24,Sales workers,Yes,308,Fitzroy,36375,7685
20,24,Sales workers,Yes,309,Gold Coast,34207,401
20,24,Sales workers,Yes,310,Ipswich,38470,10345
20,24,Sales workers,Yes,311,Logan - Beaudesert,25423,3542
20,24,Sales workers,Yes,312,Mackay,27569,0
20,24,Sales workers,Yes,313,Moreton Bay - North,28382,9044
20,24,Sales workers,Yes,314,Moreton Bay - South,48663,13204
20,24,Sales workers,Yes,315,Queensland - Outback,40067,0
20,24,Sales workers,Yes,316,Sunshine Coast,38798,6043
20,24,Sales workers,Yes,317,Toowoomba,31764,19530
20,24,Sales workers,Yes,318,Townsville,31669,7976
20,24,Sales workers,Yes,319,Wide Bay,36610,4165
20,24,Sales workers,Yes,401,Adelaide - Central and Hills,27689,0
20,24,Sales workers,Yes,402,Adelaide - North,28913,5125
20,24,Sales workers,Yes,403,Adelaide - South,33814,0
20,24,Sales workers,Yes,406,South Australia - Outback,28896,0
20,24,Sales workers,Yes,407,South Australia - South East,23929,0
20,24,Sales workers,Yes,501,Bunbury,24231,2722
20,24,Sales workers,Yes,502,Mandurah,43394,21509
20,24,Sales workers,Yes,503,Perth - Inner,7778,0
20,24,Sales workers,Yes,504,Perth - North East,35925,8176
20,24,Sales workers,Yes,505,Perth - North West,33880,1659
20,24,Sales workers,Yes,506,Perth - South East,29382,5612
20,24,Sales workers,Yes,507,Perth - South West,31905,5792
20,24,Sales workers,Yes,508,Western Australia - Outback,39266,0
20,24,Sales workers,Yes,509,Western Australia - Wheat Belt,9714,1979
20,24,Sales workers,Yes,601,Hobart,33778,0
20,24,Sales workers,Yes,602,Launceston and North East,22718,0
20,24,Sales workers,Yes,701,Darwin,45441,18108
20,24,Sales workers,Yes,801,Australian Capital Territory,36346,27296
20,24,Technicians and Trades Workers,No,101,Capital Region,42241,4
20,24,Technicians and Trades Workers,No,102,Central Coast,45329,1027
20,24,Technicians and Trades Workers,No,103,Central West,54697,125
20,24,Technicians and Trades Workers,No,104,Coffs Harbour - Grafton,46132,0
20,24,Technicians and Trades Workers,No,105,Far West and Orana,48052,1149
20,24,Technicians and Trades Workers,No,106,Hunter Valley exc Newcastle,58989,0
20,24,Technicians and Trades Workers,No,107,Illawarra,38335,863
20,24,Technicians and Trades Workers,No,108,Mid North Coast,41021,1271
20,24,Technicians and Trades Workers,No,109,Murray,38833,568
20,24,Technicians and Trades Workers,No,110,New England and North West,47861,229
20,24,Technicians and Trades Workers,No,111,Newcastle and Lake Macquarie,44097,1281
20,24,Technicians and Trades Workers,No,112,Richmond - Tweed,43383,178
20,24,Technicians and Trades Workers,No,113,Riverina,44936,2589
20,24,Technicians and Trades Workers,No,114,Southern Highlands and Shoalhaven,42585,0
20,24,Technicians and Trades Workers,No,115,Sydney - Baulkham Hills and Hawkesbury,42777,2816
20,24,Technicians and Trades Workers,No,116,Sydney - Blacktown,39131,2779
20,24,Technicians and Trades Workers,No,117,Sydney - City and Inner South,26098,2317
20,24,Technicians and Trades Workers,No,118,Sydney - Eastern Suburbs,35047,4268
20,24,Technicians and Trades Workers,No,119,Sydney - Inner South West,34357,2138
20,24,Technicians and Trades Workers,No,120,Sydney - Inner West,32162,5452
20,24,Technicians and Trades Workers,No,121,Sydney - North Sydney and Hornsby,32164,7414
20,24,Technicians and Trades Workers,No,122,Sydney - Northern Beaches,51948,2150
20,24,Technicians and Trades Workers,No,123,Sydney - Outer South West,42179,1917
20,24,Technicians and Trades Workers,No,124,Sydney - Outer West and Blue Mountains,44558,298
20,24,Technicians and Trades Workers,No,125,Sydney - Parramatta,33911,6098
20,24,Technicians and Trades Workers,No,126,Sydney - Ryde,37406,6460
20,24,Technicians and Trades Workers,No,127,Sydney - South West,50560,4457
20,24,Technicians and Trades Workers,No,128,Sydney - Sutherland,39693,1363
20,24,Technicians and Trades Workers,No,201,Ballarat,45965,203
20,24,Technicians and Trades Workers,No,202,Bendigo,38301,639
20,24,Technicians and Trades Workers,No,203,Geelong,38818,2154
20,24,Technicians and Trades Workers,No,204,Hume,39345,749
20,24,Technicians and Trades Workers,No,205,Latrobe - Gippsland,43389,806
20,24,Technicians and Trades Workers,No,206,Melbourne - Inner,32726,1668
20,24,Technicians and Trades Workers,No,207,Melbourne - Inner East,38376,8474
20,24,Technicians and Trades Workers,No,208,Melbourne - Inner South,40080,4696
20,24,Technicians and Trades Workers,No,209,Melbourne - North East,42490,2490
20,24,Technicians and Trades Workers,No,210,Melbourne - North West,41749,3189
20,24,Technicians and Trades Workers,No,211,Melbourne - Outer East,41946,965
20,24,Technicians and Trades Workers,No,212,Melbourne - South East,38174,1732
20,24,Technicians and Trades Workers,No,213,Melbourne - West,41128,1684
20,24,Technicians and Trades Workers,No,214,Mornington Peninsula,38827,1067
20,24,Technicians and Trades Workers,No,215,North West,48493,0
20,24,Technicians and Trades Workers,No,216,Shepparton,47573,0
20,24,Technicians and Trades Workers,No,217,Warrnambool and South West,39686,0
20,24,Technicians and Trades Workers,No,301,Brisbane - East,56914,1447
20,24,Technicians and Trades Workers,No,302,Brisbane - North,56378,250
20,24,Technicians and Trades Workers,No,303,Brisbane - South,39468,4927
20,24,Technicians and Trades Workers,No,304,Brisbane - West,47120,2313
20,24,Technicians and Trades Workers,No,305,Brisbane Inner City,42689,6727
20,24,Technicians and Trades Workers,No,306,Cairns,43090,903
20,24,Technicians and Trades Workers,No,307,Darling Downs - Maranoa,50203,364
20,24,Technicians and Trades Workers,No,308,Fitzroy,67491,464
20,24,Technicians and Trades Workers,No,309,Gold Coast,43344,3661
20,24,Technicians and Trades Workers,No,310,Ipswich,37772,1471
20,24,Technicians and Trades Workers,No,311,Logan - Beaudesert,44345,2746
20,24,Technicians and Trades Workers,No,312,Mackay,68277,483
20,24,Technicians and Trades Workers,No,313,Moreton Bay - North,43127,1241
20,24,Technicians and Trades Workers,No,314,Moreton Bay - South,33183,2781
20,24,Technicians and Trades Workers,No,315,Queensland - Outback,61989,0
20,24,Technicians and Trades Workers,No,316,Sunshine Coast,41133,1148
20,24,Technicians and Trades Workers,No,317,Toowoomba,49985,650
20,24,Technicians and Trades Workers,No,318,Townsville,56841,981
20,24,Technicians and Trades Workers,No,319,Wide Bay,54988,0
20,24,Technicians and Trades Workers,No,401,Adelaide - Central and Hills,46278,3031
20,24,Technicians and Trades Workers,No,402,Adelaide - North,40141,838
20,24,Technicians and Trades Workers,No,403,Adelaide - South,37530,2027
20,24,Technicians and Trades Workers,No,404,Adelaide - West,42945,2180
20,24,Technicians and Trades Workers,No,405,Barossa - Yorke - Mid North,37119,337
20,24,Technicians and Trades Workers,No,406,South Australia - Outback,52110,0
20,24,Technicians and Trades Workers,No,407,South Australia - South East,41077,0
20,24,Technicians and Trades Workers,No,501,Bunbury,56493,289
20,24,Technicians and Trades Workers,No,502,Mandurah,78501,0
20,24,Technicians and Trades Workers,No,503,Perth - Inner,41472,2007
20,24,Technicians and Trades Workers,No,504,Perth - North East,53853,1136
20,24,Technicians and Trades Workers,No,505,Perth - North West,56284,1937
20,24,Technicians and Trades Workers,No,506,Perth - South East,51937,1775
20,24,Technicians and Trades Workers,No,507,Perth - South West,45968,3856
20,24,Technicians and Trades Workers,No,508,Western Australia - Outback,60758,469
20,24,Technicians and Trades Workers,No,509,Western Australia - Wheat Belt,49225,0
20,24,Technicians and Trades Workers,No,601,Hobart,36791,5201
20,24,Technicians and Trades Workers,No,602,Launceston and North East,46262,484
20,24,Technicians and Trades Workers,No,604,West and North West,46624,0
20,24,Technicians and Trades Workers,No,701,Darwin,44746,0
20,24,Technicians and Trades Workers,No,702,Northern Territory - Outback,48246,0
20,24,Technicians and Trades Workers,No,801,Australian Capital Territory,46027,2964
20,24,Technicians and Trades Workers,No,#N/A,Unknown/Overseas,16583,6445
20,24,Technicians and Trades Workers,Yes,101,Capital Region,70830,1771
20,24,Technicians and Trades Workers,Yes,102,Central Coast,38973,0
20,24,Technicians and Trades Workers,Yes,103,Central West,63807,0
20,24,Technicians and Trades Workers,Yes,104,Coffs Harbour - Grafton,25800,0
20,24,Technicians and Trades Workers,Yes,105,Far West and Orana,69048,0
20,24,Technicians and Trades Workers,Yes,106,Hunter Valley exc Newcastle,49420,0
20,24,Technicians and Trades Workers,Yes,108,Mid North Coast,37048,0
20,24,Technicians and Trades Workers,Yes,109,Murray,44274,0
20,24,Technicians and Trades Workers,Yes,110,New England and North West,99958,0
20,24,Technicians and Trades Workers,Yes,111,Newcastle and Lake Macquarie,51238,4261
20,24,Technicians and Trades Workers,Yes,112,Richmond - Tweed,30818,0
20,24,Technicians and Trades Workers,Yes,113,Riverina,18771,0
20,24,Technicians and Trades Workers,Yes,114,Southern Highlands and Shoalhaven,40905,0
20,24,Technicians and Trades Workers,Yes,115,Sydney - Baulkham Hills and Hawkesbury,51696,0
20,24,Technicians and Trades Workers,Yes,117,Sydney - City and Inner South,48530,0
20,24,Technicians and Trades Workers,Yes,119,Sydney - Inner South West,41857,0
20,24,Technicians and Trades Workers,Yes,122,Sydney - Northern Beaches,67751,9601
20,24,Technicians and Trades Workers,Yes,123,Sydney - Outer South West,73558,0
20,24,Technicians and Trades Workers,Yes,124,Sydney - Outer West and Blue Mountains,75715,0
20,24,Technicians and Trades Workers,Yes,125,Sydney - Parramatta,34529,0
20,24,Technicians and Trades Workers,Yes,201,Ballarat,45485,0
20,24,Technicians and Trades Workers,Yes,202,Bendigo,42502,0
20,24,Technicians and Trades Workers,Yes,203,Geelong,25756,0
20,24,Technicians and Trades Workers,Yes,204,Hume,54552,0
20,24,Technicians and Trades Workers,Yes,205,Latrobe - Gippsland,53813,1735
20,24,Technicians and Trades Workers,Yes,206,Melbourne - Inner,35298,12379
20,24,Technicians and Trades Workers,Yes,209,Melbourne - North East,36344,0
20,24,Technicians and Trades Workers,Yes,210,Melbourne - North West,56671,0
20,24,Technicians and Trades Workers,Yes,211,Melbourne - Outer East,43155,0
20,24,Technicians and Trades Workers,Yes,212,Melbourne - South East,66423,926
20,24,Technicians and Trades Workers,Yes,213,Melbourne - West,53875,3543
20,24,Technicians and Trades Workers,Yes,214,Mornington Peninsula,44258,0
20,24,Technicians and Trades Workers,Yes,215,North West,35900,0
20,24,Technicians and Trades Workers,Yes,216,Shepparton,46775,0
20,24,Technicians and Trades Workers,Yes,217,Warrnambool and South West,52197,0
20,24,Technicians and Trades Workers,Yes,301,Brisbane - East,37783,0
20,24,Technicians and Trades Workers,Yes,302,Brisbane - North,53175,0
20,24,Technicians and Trades Workers,Yes,303,Brisbane - South,70346,0
20,24,Technicians and Trades Workers,Yes,306,Cairns,57021,0
20,24,Technicians and Trades Workers,Yes,307,Darling Downs - Maranoa,68360,0
20,24,Technicians and Trades Workers,Yes,308,Fitzroy,100445,0
20,24,Technicians and Trades Workers,Yes,309,Gold Coast,53163,1486
20,24,Technicians and Trades Workers,Yes,310,Ipswich,52667,0
20,24,Technicians and Trades Workers,Yes,311,Logan - Beaudesert,75505,0
20,24,Technicians and Trades Workers,Yes,312,Mackay,70797,0
20,24,Technicians and Trades Workers,Yes,313,Moreton Bay - North,64817,1151
20,24,Technicians and Trades Workers,Yes,314,Moreton Bay - South,62896,1229
20,24,Technicians and Trades Workers,Yes,315,Queensland - Outback,55177,0
20,24,Technicians and Trades Workers,Yes,316,Sunshine Coast,36919,2391
20,24,Technicians and Trades Workers,Yes,317,Toowoomba,51534,0
20,24,Technicians and Trades Workers,Yes,318,Townsville,57792,0
20,24,Technicians and Trades Workers,Yes,319,Wide Bay,68152,0
20,24,Technicians and Trades Workers,Yes,401,Adelaide - Central and Hills,45332,0
20,24,Technicians and Trades Workers,Yes,402,Adelaide - North,61715,0
20,24,Technicians and Trades Workers,Yes,403,Adelaide - South,39592,0
20,24,Technicians and Trades Workers,Yes,404,Adelaide - West,78739,0
20,24,Technicians and Trades Workers,Yes,405,Barossa - Yorke - Mid North,43139,0
20,24,Technicians and Trades Workers,Yes,406,South Australia - Outback,44823,0
20,24,Technicians and Trades Workers,Yes,407,South Australia - South East,47216,0
20,24,Technicians and Trades Workers,Yes,501,Bunbury,78093,1530
20,24,Technicians and Trades Workers,Yes,502,Mandurah,43615,3458
20,24,Technicians and Trades Workers,Yes,503,Perth - Inner,45843,0
20,24,Technicians and Trades Workers,Yes,504,Perth - North East,35636,0
20,24,Technicians and Trades Workers,Yes,505,Perth - North West,61180,0
20,24,Technicians and Trades Workers,Yes,506,Perth - South East,60750,0
20,24,Technicians and Trades Workers,Yes,507,Perth - South West,78626,0
20,24,Technicians and Trades Workers,Yes,508,Western Australia - Outback,105560,1855
20,24,Technicians and Trades Workers,Yes,509,Western Australia - Wheat Belt,178232,0
20,24,Technicians and Trades Workers,Yes,601,Hobart,65217,0
20,24,Technicians and Trades Workers,Yes,602,Launceston and North East,57603,0
20,24,Technicians and Trades Workers,Yes,604,West and North West,49978,0
20,24,Technicians and Trades Workers,Yes,701,Darwin,71100,0
20,24,Technicians and Trades Workers,Yes,801,Australian Capital Territory,51924,0
25,29,Clerical and Administrative Workers,No,101,Capital Region,56945,8950
25,29,Clerical and Administrative Workers,No,102,Central Coast,42861,1141
25,29,Clerical and Administrative Workers,No,103,Central West,39160,6900
25,29,Clerical and Administrative Workers,No,104,Coffs Harbour - Grafton,38377,5797
25,29,Clerical and Administrative Workers,No,105,Far West and Orana,57149,22719
25,29,Clerical and Administrative Workers,No,106,Hunter Valley exc Newcastle,47485,8220
25,29,Clerical and Administrative Workers,No,107,Illawarra,47438,5134
25,29,Clerical and Administrative Workers,No,108,Mid North Coast,39754,7529
25,29,Clerical and Administrative Workers,No,109,Murray,38440,22104
25,29,Clerical and Administrative Workers,No,110,New England and North West,47053,108
25,29,Clerical and Administrative Workers,No,111,Newcastle and Lake Macquarie,47875,8823
25,29,Clerical and Administrative Workers,No,112,Richmond - Tweed,37738,8275
25,29,Clerical and Administrative Workers,No,113,Riverina,31771,201
25,29,Clerical and Administrative Workers,No,114,Southern Highlands and Shoalhaven,23682,18057
25,29,Clerical and Administrative Workers,No,115,Sydney - Baulkham Hills and Hawkesbury,44819,14238
25,29,Clerical and Administrative Workers,No,116,Sydney - Blacktown,45260,2859
25,29,Clerical and Administrative Workers,No,117,Sydney - City and Inner South,42535,10466
25,29,Clerical and Administrative Workers,No,118,Sydney - Eastern Suburbs,62063,7797
25,29,Clerical and Administrative Workers,No,119,Sydney - Inner South West,57993,10203
25,29,Clerical and Administrative Workers,No,120,Sydney - Inner West,43838,7306
25,29,Clerical and Administrative Workers,No,121,Sydney - North Sydney and Hornsby,52444,8539
25,29,Clerical and Administrative Workers,No,122,Sydney - Northern Beaches,63235,7153
