POSTCODE,SA4 CODE,SA4 NAME
4580,319,Wide Bay
4581,319,Wide Bay
4600,319,Wide Bay
4601,319,Wide Bay
4605,319,Wide Bay
4606,319,Wide Bay
4608,319,Wide Bay
4610,307,Darling Downs - Maranoa
4610,319,Wide Bay
4611,319,Wide Bay
4612,319,Wide Bay
4613,319,Wide Bay
4614,307,Darling Downs - Maranoa
4614,319,Wide Bay
4615,319,Wide Bay
4620,319,Wide Bay
4621,319,Wide Bay
4625,319,Wide Bay
4626,307,Darling Downs - Maranoa
4626,319,Wide Bay
4627,319,Wide Bay
4630,319,Wide Bay
4650,319,Wide Bay
4655,319,Wide Bay
4659,319,Wide Bay
4660,319,Wide Bay
4662,319,Wide Bay
4670,319,Wide Bay
4671,319,Wide Bay
4673,319,Wide Bay
4674,308,Fitzroy
4674,319,Wide Bay
4676,308,Fitzroy
4677,308,Fitzroy
4678,308,Fitzroy
4680,308,Fitzroy
4694,308,Fitzroy
4695,308,Fitzroy
4697,308,Fitzroy
4699,308,Fitzroy
4700,308,Fitzroy
4701,308,Fitzroy
4702,308,Fitzroy
4703,308,Fitzroy
4704,308,Fitzroy
4705,308,Fitzroy
4705,312,Mackay
4706,308,Fitzroy
4707,312,Mackay
4709,308,Fitzroy
4710,308,Fitzroy
4711,308,Fitzroy
4712,308,Fitzroy
4713,308,Fitzroy
4714,308,Fitzroy
4715,308,Fitzroy
4716,308,Fitzroy
4717,308,Fitzroy
4718,308,Fitzroy
4719,308,Fitzroy
4720,308,Fitzroy
4721,308,Fitzroy
4721,312,Mackay
4722,308,Fitzroy
4723,308,Fitzroy
4724,315,Queensland - Outback
4725,315,Queensland - Outback
4726,315,Queensland - Outback
4727,315,Queensland - Outback
4728,315,Queensland - Outback
4730,315,Queensland - Outback
4731,315,Queensland - Outback
4732,315,Queensland - Outback
4733,315,Queensland - Outback
4735,315,Queensland - Outback
4736,315,Queensland - Outback
4737,312,Mackay
4738,312,Mackay
4739,312,Mackay
4740,312,Mackay
4741,312,Mackay
4742,312,Mackay
4743,312,Mackay
4744,312,Mackay
4745,308,Fitzroy
4745,312,Mackay
4746,312,Mackay
4750,312,Mackay
4751,312,Mackay
4753,312,Mackay
4754,312,Mackay
4756,312,Mackay
4757,312,Mackay
4798,312,Mackay
4799,312,Mackay
4800,312,Mackay
4801,312,Mackay
4802,312,Mackay
4803,312,Mackay
4804,312,Mackay
4805,312,Mackay
4806,318,Townsville
4807,318,Townsville
4808,318,Townsville
4809,315,Queensland - Outback
4809,318,Townsville
4810,318,Townsville
4811,318,Townsville
4812,318,Townsville
4813,318,Townsville
4814,318,Townsville
4815,318,Townsville
4816,306,Cairns
4816,315,Queensland - Outback
4816,318,Townsville
4817,318,Townsville
4818,318,Townsville
4819,318,Townsville
4820,312,Mackay
4820,318,Townsville
4821,315,Queensland - Outback
4822,315,Queensland - Outback
4823,315,Queensland - Outback
4824,315,Queensland - Outback
4825,315,Queensland - Outback
4825,702,Northern Territory - Outback
4828,315,Queensland - Outback
4829,315,Queensland - Outback
4830,315,Queensland - Outback
4849,306,Cairns
4850,318,Townsville
4852,306,Cairns
4854,306,Cairns
4855,306,Cairns
4856,306,Cairns
4857,306,Cairns
4858,306,Cairns
4859,306,Cairns
4860,306,Cairns
4861,306,Cairns
4865,306,Cairns
4868,306,Cairns
4869,306,Cairns
4870,306,Cairns
4871,306,Cairns
4871,315,Queensland - Outback
4872,306,Cairns
4872,315,Queensland - Outback
4873,306,Cairns
4874,315,Queensland - Outback
4875,315,Queensland - Outback
4876,315,Queensland - Outback
4877,306,Cairns
4878,306,Cairns
4879,306,Cairns
4880,306,Cairns
4880,315,Queensland - Outback
4881,306,Cairns
4882,306,Cairns
4883,306,Cairns
4884,306,Cairns
4885,306,Cairns
4886,306,Cairns
4887,306,Cairns
4887,315,Queensland - Outback
4888,306,Cairns
4890,315,Queensland - Outback
4891,315,Queensland - Outback
4895,306,Cairns
4895,315,Queensland - Outback
5000,401,Adelaide - Central and Hills
5005,401,Adelaide - Central and Hills
5006,401,Adelaide - Central and Hills
5007,404,Adelaide - West
5008,404,Adelaide - West
5009,404,Adelaide - West
5010,404,Adelaide - West
5011,404,Adelaide - West
5012,404,Adelaide - West
5013,404,Adelaide - West
5014,404,Adelaide - West
5015,404,Adelaide - West
5016,404,Adelaide - West
5017,404,Adelaide - West
5018,404,Adelaide - West
5019,404,Adelaide - West
5020,404,Adelaide - West
5021,404,Adelaide - West
5022,404,Adelaide - West
5023,404,Adelaide - West
5024,404,Adelaide - West
5025,404,Adelaide - West
5031,404,Adelaide - West
5032,404,Adelaide - West
5033,404,Adelaide - West
5034,401,Adelaide - Central and Hills
5035,401,Adelaide - Central and Hills
5035,404,Adelaide - West
5037,403,Adelaide - South
5037,404,Adelaide - West
5038,403,Adelaide - South
5038,404,Adelaide - West
5039,403,Adelaide - South
5040,404,Adelaide - West
5041,403,Adelaide - South
5042,403,Adelaide - South
5043,403,Adelaide - South
5044,403,Adelaide - South
5045,403,Adelaide - South
5045,404,Adelaide - West
5046,403,Adelaide - South
5047,403,Adelaide - South
5048,403,Adelaide - South
5049,403,Adelaide - South
5050,403,Adelaide - South
5051,403,Adelaide - South
5052,403,Adelaide - South
5061,401,Adelaide - Central and Hills
5062,403,Adelaide - South
5063,401,Adelaide - Central and Hills
5064,401,Adelaide - Central and Hills
5064,403,Adelaide - South
5065,401,Adelaide - Central and Hills
5066,401,Adelaide - Central and Hills
5067,401,Adelaide - Central and Hills
5068,401,Adelaide - Central and Hills
5069,401,Adelaide - Central and Hills
5070,401,Adelaide - Central and Hills
5070,402,Adelaide - North
5072,401,Adelaide - Central and Hills
5073,401,Adelaide - Central and Hills
5074,401,Adelaide - Central and Hills
5074,402,Adelaide - North
5075,401,Adelaide - Central and Hills
5075,402,Adelaide - North
5076,401,Adelaide - Central and Hills
5081,401,Adelaide - Central and Hills
5082,401,Adelaide - Central and Hills
5082,404,Adelaide - West
5083,401,Adelaide - Central and Hills
5083,402,Adelaide - North
5084,402,Adelaide - North
5085,402,Adelaide - North
5086,402,Adelaide - North
5087,402,Adelaide - North
5088,402,Adelaide - North
5089,402,Adelaide - North
5090,402,Adelaide - North
5091,402,Adelaide - North
5092,402,Adelaide - North
5093,402,Adelaide - North
5094,402,Adelaide - North
5095,402,Adelaide - North
5096,402,Adelaide - North
5097,402,Adelaide - North
5098,402,Adelaide - North
5106,402,Adelaide - North
5107,402,Adelaide - North
5108,402,Adelaide - North
5109,402,Adelaide - North
5110,402,Adelaide - North
5111,402,Adelaide - North
5112,402,Adelaide - North
5113,402,Adelaide - North
5114,401,Adelaide - Central and Hills
5114,402,Adelaide - North
5115,402,Adelaide - North
5116,402,Adelaide - North
5117,402,Adelaide - North
5118,402,Adelaide - North
5120,402,Adelaide - North
5121,402,Adelaide - North
5125,402,Adelaide - North
5126,402,Adelaide - North
5127,402,Adelaide - North
5131,401,Adelaide - Central and Hills
5131,402,Adelaide - North
5132,401,Adelaide - Central and Hills
5133,401,Adelaide - Central and Hills
5134,401,Adelaide - Central and Hills
5136,401,Adelaide - Central and Hills
5137,401,Adelaide - Central and Hills
5138,401,Adelaide - Central and Hills
5139,401,Adelaide - Central and Hills
5140,401,Adelaide - Central and Hills
5141,401,Adelaide - Central and Hills
5142,401,Adelaide - Central and Hills
5144,401,Adelaide - Central and Hills
5150,401,Adelaide - Central and Hills
5150,403,Adelaide - South
5151,401,Adelaide - Central and Hills
5152,401,Adelaide - Central and Hills
5152,403,Adelaide - South
5153,401,Adelaide - Central and Hills
5153,403,Adelaide - South
5153,407,South Australia - South East
5154,401,Adelaide - Central and Hills
5155,401,Adelaide - Central and Hills
5156,401,Adelaide - Central and Hills
5156,403,Adelaide - South
5157,401,Adelaide - Central and Hills
5157,403,Adelaide - South
5157,407,South Australia - South East
5158,403,Adelaide - South
5159,403,Adelaide - South
5160,403,Adelaide - South
5161,403,Adelaide - South
5162,403,Adelaide - South
5163,403,Adelaide - South
5164,403,Adelaide - South
5165,403,Adelaide - South
5166,403,Adelaide - South
5167,403,Adelaide - South
5168,403,Adelaide - South
5169,403,Adelaide - South
5170,403,Adelaide - South
5171,403,Adelaide - South
5172,401,Adelaide - Central and Hills
5172,403,Adelaide - South
5172,407,South Australia - South East
5173,403,Adelaide - South
5174,403,Adelaide - South
5174,407,South Australia - South East
5201,401,Adelaide - Central and Hills
5201,407,South Australia - South East
5202,407,South Australia - South East
5203,407,South Australia - South East
5204,407,South Australia - South East
5210,407,South Australia - South East
5211,407,South Australia - South East
5212,407,South Australia - South East
5213,407,South Australia - South East
5214,407,South Australia - South East
5220,407,South Australia - South East
5221,407,South Australia - South East
5222,407,South Australia - South East
5223,407,South Australia - South East
5231,401,Adelaide - Central and Hills
5232,401,Adelaide - Central and Hills
5233,401,Adelaide - Central and Hills
5234,401,Adelaide - Central and Hills
5234,407,South Australia - South East
5235,401,Adelaide - Central and Hills
5235,405,Barossa - Yorke - Mid North
5235,407,South Australia - South East
5236,407,South Australia - South East
5237,407,South Australia - South East
5238,407,South Australia - South East
5240,401,Adelaide - Central and Hills
5241,401,Adelaide - Central and Hills
5242,401,Adelaide - Central and Hills
5243,401,Adelaide - Central and Hills
5244,401,Adelaide - Central and Hills
5244,407,South Australia - South East
5245,401,Adelaide - Central and Hills
5250,401,Adelaide - Central and Hills
5251,401,Adelaide - Central and Hills
5252,401,Adelaide - Central and Hills
5252,407,South Australia - South East
5253,407,South Australia - South East
5254,401,Adelaide - Central and Hills
5254,407,South Australia - South East
5255,407,South Australia - South East
5256,407,South Australia - South East
5259,407,South Australia - South East
5260,407,South Australia - South East
5261,407,South Australia - South East
5262,407,South Australia - South East
5263,407,South Australia - South East
5264,407,South Australia - South East
5265,407,South Australia - South East
5266,407,South Australia - South East
5267,407,South Australia - South East
5268,407,South Australia - South East
5269,407,South Australia - South East
5270,407,South Australia - South East
5271,407,South Australia - South East
5272,407,South Australia - South East
5273,407,South Australia - South East
5275,407,South Australia - South East
5276,407,South Australia - South East
5277,407,South Australia - South East
5278,407,South Australia - South East
5279,407,South Australia - South East
5280,407,South Australia - South East
5290,407,South Australia - South East
5291,407,South Australia - South East
5301,407,South Australia - South East
5302,407,South Australia - South East
5303,407,South Australia - South East
5304,407,South Australia - South East
5306,407,South Australia - South East
5307,407,South Australia - South East
5308,407,South Australia - South East
5309,407,South Australia - South East
5310,407,South Australia - South East
5311,407,South Australia - South East
5320,405,Barossa - Yorke - Mid North
5320,407,South Australia - South East
5321,407,South Australia - South East
5322,407,South Australia - South East
5330,407,South Australia - South East
5331,407,South Australia - South East
5332,407,South Australia - South East
5333,407,South Australia - South East
5340,406,South Australia - Outback
5340,407,South Australia - South East
5341,407,South Australia - South East
5342,407,South Australia - South East
5343,407,South Australia - South East
5344,407,South Australia - South East
5345,407,South Australia - South East
5346,407,South Australia - South East
5350,405,Barossa - Yorke - Mid North
5351,405,Barossa - Yorke - Mid North
5352,405,Barossa - Yorke - Mid North
5353,405,Barossa - Yorke - Mid North
5353,407,South Australia - South East
5354,407,South Australia - South East
5355,405,Barossa - Yorke - Mid North
5356,405,Barossa - Yorke - Mid North
5356,407,South Australia - South East
5357,407,South Australia - South East
5360,405,Barossa - Yorke - Mid North
5371,402,Adelaide - North
5371,405,Barossa - Yorke - Mid North
5372,402,Adelaide - North
5372,405,Barossa - Yorke - Mid North
5373,405,Barossa - Yorke - Mid North
5374,405,Barossa - Yorke - Mid North
5374,407,South Australia - South East
5381,405,Barossa - Yorke - Mid North
5400,402,Adelaide - North
5400,405,Barossa - Yorke - Mid North
5401,405,Barossa - Yorke - Mid North
5410,405,Barossa - Yorke - Mid North
5411,405,Barossa - Yorke - Mid North
5412,405,Barossa - Yorke - Mid North
5413,405,Barossa - Yorke - Mid North
5414,405,Barossa - Yorke - Mid North
5415,405,Barossa - Yorke - Mid North
5416,405,Barossa - Yorke - Mid North
5417,405,Barossa - Yorke - Mid North
5418,405,Barossa - Yorke - Mid North
5419,405,Barossa - Yorke - Mid North
5420,405,Barossa - Yorke - Mid North
5421,405,Barossa - Yorke - Mid North
5422,405,Barossa - Yorke - Mid North
5431,405,Barossa - Yorke - Mid North
5432,405,Barossa - Yorke - Mid North
5432,406,South Australia - Outback
5433,405,Barossa - Yorke - Mid North
5433,406,South Australia - Outback
5434,406,South Australia - Outback
5440,405,Barossa - Yorke - Mid North
5440,406,South Australia - Outback
5440,407,South Australia - South East
5451,405,Barossa - Yorke - Mid North
5452,405,Barossa - Yorke - Mid North
5453,405,Barossa - Yorke - Mid North
5454,405,Barossa - Yorke - Mid North
5455,405,Barossa - Yorke - Mid North
5460,405,Barossa - Yorke - Mid North
5461,405,Barossa - Yorke - Mid North
5462,405,Barossa - Yorke - Mid North
5464,405,Barossa - Yorke - Mid North
5470,405,Barossa - Yorke - Mid North
5471,405,Barossa - Yorke - Mid North
5472,405,Barossa - Yorke - Mid North
5473,405,Barossa - Yorke - Mid North
5480,405,Barossa - Yorke - Mid North
5481,405,Barossa - Yorke - Mid North
5482,405,Barossa - Yorke - Mid North
5483,405,Barossa - Yorke - Mid North
5485,405,Barossa - Yorke - Mid North
5490,405,Barossa - Yorke - Mid North
5491,405,Barossa - Yorke - Mid North
5493,405,Barossa - Yorke - Mid North
5495,405,Barossa - Yorke - Mid North
5501,402,Adelaide - North
5501,405,Barossa - Yorke - Mid North
5502,405,Barossa - Yorke - Mid North
5510,405,Barossa - Yorke - Mid North
5520,405,Barossa - Yorke - Mid North
5521,405,Barossa - Yorke - Mid North
5522,405,Barossa - Yorke - Mid North
5523,405,Barossa - Yorke - Mid North
5540,405,Barossa - Yorke - Mid North
5550,405,Barossa - Yorke - Mid North
5552,405,Barossa - Yorke - Mid North
5554,405,Barossa - Yorke - Mid North
5555,405,Barossa - Yorke - Mid North
5556,405,Barossa - Yorke - Mid North
5558,405,Barossa - Yorke - Mid North
5560,405,Barossa - Yorke - Mid North
5570,405,Barossa - Yorke - Mid North
5571,405,Barossa - Yorke - Mid North
5572,405,Barossa - Yorke - Mid North
5573,405,Barossa - Yorke - Mid North
5575,405,Barossa - Yorke - Mid North
5576,405,Barossa - Yorke - Mid North
5577,405,Barossa - Yorke - Mid North
5580,405,Barossa - Yorke - Mid North
5581,405,Barossa - Yorke - Mid North
5582,405,Barossa - Yorke - Mid North
5583,405,Barossa - Yorke - Mid North
5600,406,South Australia - Outback
5601,406,South Australia - Outback
5602,406,South Australia - Outback
5603,406,South Australia - Outback
5604,406,South Australia - Outback
5605,406,South Australia - Outback
5606,406,South Australia - Outback
5607,406,South Australia - Outback
5608,406,South Australia - Outback
5609,406,South Australia - Outback
5630,406,South Australia - Outback
5631,406,South Australia - Outback
5632,406,South Australia - Outback
5633,406,South Australia - Outback
5640,406,South Australia - Outback
5641,406,South Australia - Outback
5642,406,South Australia - Outback
5650,406,South Australia - Outback
5651,406,South Australia - Outback
5652,406,South Australia - Outback
5653,406,South Australia - Outback
5654,406,South Australia - Outback
5655,406,South Australia - Outback
5660,406,South Australia - Outback
5661,406,South Australia - Outback
5670,406,South Australia - Outback
5671,406,South Australia - Outback
5680,406,South Australia - Outback
5690,406,South Australia - Outback
5700,406,South Australia - Outback
5710,405,Barossa - Yorke - Mid North
5710,406,South Australia - Outback
5720,406,South Australia - Outback
5722,406,South Australia - Outback
5723,406,South Australia - Outback
5724,406,South Australia - Outback
5725,406,South Australia - Outback
5730,406,South Australia - Outback
5731,406,South Australia - Outback
5732,406,South Australia - Outback
5733,406,South Australia - Outback
5734,406,South Australia - Outback
5950,404,Adelaide - West
6000,503,Perth - Inner
6003,503,Perth - Inner
6004,503,Perth - Inner
6005,503,Perth - Inner
6006,503,Perth - Inner
6007,503,Perth - Inner
6008,503,Perth - Inner
6009,503,Perth - Inner
6010,503,Perth - Inner
6011,503,Perth - Inner
6012,503,Perth - Inner
6014,503,Perth - Inner
6014,505,Perth - North West
6015,503,Perth - Inner
6015,505,Perth - North West
6016,503,Perth - Inner
6017,505,Perth - North West
6018,505,Perth - North West
6019,503,Perth - Inner
6019,505,Perth - North West
6020,505,Perth - North West
6021,505,Perth - North West
6022,505,Perth - North West
6023,505,Perth - North West
6024,505,Perth - North West
6025,505,Perth - North West
6026,505,Perth - North West
6027,505,Perth - North West
6028,505,Perth - North West
6029,505,Perth - North West
6030,505,Perth - North West
6031,505,Perth - North West
6032,505,Perth - North West
6033,505,Perth - North West
6034,505,Perth - North West
6035,505,Perth - North West
6036,505,Perth - North West
6037,505,Perth - North West
6038,505,Perth - North West
6041,509,Western Australia - Wheat Belt
6042,509,Western Australia - Wheat Belt
6043,509,Western Australia - Wheat Belt
6044,509,Western Australia - Wheat Belt
6050,503,Perth - Inner
6050,504,Perth - North East
6050,505,Perth - North West
6051,503,Perth - Inner
6051,504,Perth - North East
6052,503,Perth - Inner
6052,504,Perth - North East
6052,505,Perth - North West
6053,504,Perth - North East
6054,504,Perth - North East
6055,504,Perth - North East
6056,504,Perth - North East
6057,506,Perth - South East
6058,506,Perth - South East
6059,504,Perth - North East
6059,505,Perth - North West
6060,505,Perth - North West
6061,505,Perth - North West
6062,504,Perth - North East
6062,505,Perth - North West
6063,504,Perth - North East
6064,504,Perth - North East
6064,505,Perth - North West
6065,505,Perth - North West
6066,504,Perth - North East
6067,504,Perth - North East
6068,504,Perth - North East
6069,504,Perth - North East
6070,504,Perth - North East
6071,504,Perth - North East
6072,504,Perth - North East
6073,504,Perth - North East
6074,504,Perth - North East
6076,504,Perth - North East
6076,506,Perth - South East
6077,505,Perth - North West
6078,505,Perth - North West
6079,504,Perth - North East
6079,505,Perth - North West
6081,504,Perth - North East
6082,504,Perth - North East
6083,504,Perth - North East
6083,509,Western Australia - Wheat Belt
6084,504,Perth - North East
6084,509,Western Australia - Wheat Belt
6090,504,Perth - North East
6100,506,Perth - South East
6101,506,Perth - South East
6102,506,Perth - South East
6103,506,Perth - South East
6104,506,Perth - South East
6105,506,Perth - South East
6106,506,Perth - South East
6107,506,Perth - South East
6108,506,Perth - South East
6109,506,Perth - South East
6110,506,Perth - South East
6111,506,Perth - South East
6112,506,Perth - South East
6121,506,Perth - South East
6122,506,Perth - South East
6123,506,Perth - South East
6124,506,Perth - South East
6125,506,Perth - South East
6126,506,Perth - South East
6147,506,Perth - South East
6148,506,Perth - South East
6149,506,Perth - South East
6149,507,Perth - South West
6150,507,Perth - South West
6151,506,Perth - South East
6152,506,Perth - South East
6153,507,Perth - South West
6154,507,Perth - South West
6155,506,Perth - South East
6155,507,Perth - South West
6156,507,Perth - South West
6157,507,Perth - South West
6158,507,Perth - South West
6159,507,Perth - South West
6160,507,Perth - South West
6161,507,Perth - South West
6162,507,Perth - South West
6163,507,Perth - South West
6164,507,Perth - South West
6165,507,Perth - South West
6166,507,Perth - South West
6167,507,Perth - South West
6168,507,Perth - South West
6169,507,Perth - South West
6170,507,Perth - South West
6171,507,Perth - South West
6172,507,Perth - South West
6173,507,Perth - South West
6174,507,Perth - South West
6175,507,Perth - South West
6176,507,Perth - South West
6180,502,Mandurah
6181,502,Mandurah
6182,502,Mandurah
6182,506,Perth - South East
6182,507,Perth - South West
6207,502,Mandurah
6207,509,Western Australia - Wheat Belt
6208,502,Mandurah
6209,502,Mandurah
6210,502,Mandurah
6211,502,Mandurah
6213,509,Western Australia - Wheat Belt
6214,501,Bunbury
6214,502,Mandurah
6215,501,Bunbury
6218,501,Bunbury
6220,501,Bunbury
6221,501,Bunbury
6223,501,Bunbury
6224,501,Bunbury
6225,501,Bunbury
6225,509,Western Australia - Wheat Belt
6226,501,Bunbury
6227,501,Bunbury
6228,501,Bunbury
6229,501,Bunbury
6230,501,Bunbury
6232,501,Bunbury
6233,501,Bunbury
6236,501,Bunbury
6237,501,Bunbury
6239,501,Bunbury
6240,501,Bunbury
6243,501,Bunbury
6244,501,Bunbury
6244,509,Western Australia - Wheat Belt
6251,501,Bunbury
6252,501,Bunbury
6253,501,Bunbury
6254,501,Bunbury
6255,501,Bunbury
6256,501,Bunbury
6258,501,Bunbury
6260,501,Bunbury
6262,501,Bunbury
6271,501,Bunbury
6275,501,Bunbury
6280,501,Bunbury
6281,501,Bunbury
6282,501,Bunbury
6284,501,Bunbury
6285,501,Bunbury
6286,501,Bunbury
6288,501,Bunbury
6290,501,Bunbury
6302,509,Western Australia - Wheat Belt
6304,509,Western Australia - Wheat Belt
6306,509,Western Australia - Wheat Belt
6308,509,Western Australia - Wheat Belt
6309,509,Western Australia - Wheat Belt
6311,509,Western Australia - Wheat Belt
6312,509,Western Australia - Wheat Belt
6313,509,Western Australia - Wheat Belt
6315,509,Western Australia - Wheat Belt
6316,509,Western Australia - Wheat Belt
6317,509,Western Australia - Wheat Belt
6318,509,Western Australia - Wheat Belt
6320,509,Western Australia - Wheat Belt
6321,509,Western Australia - Wheat Belt
6322,509,Western Australia - Wheat Belt
6323,509,Western Australia - Wheat Belt
6324,509,Western Australia - Wheat Belt
6326,509,Western Australia - Wheat Belt
6327,509,Western Australia - Wheat Belt
6328,509,Western Australia - Wheat Belt
6330,509,Western Australia - Wheat Belt
6333,509,Western Australia - Wheat Belt
6335,509,Western Australia - Wheat Belt
6336,509,Western Australia - Wheat Belt
6337,508,Western Australia - Outback
6337,509,Western Australia - Wheat Belt
6338,508,Western Australia - Outback
6338,509,Western Australia - Wheat Belt
6341,509,Western Australia - Wheat Belt
6343,509,Western Australia - Wheat Belt
6346,508,Western Australia - Outback
6348,508,Western Australia - Outback
6350,509,Western Australia - Wheat Belt
6351,509,Western Australia - Wheat Belt
6352,509,Western Australia - Wheat Belt
6353,509,Western Australia - Wheat Belt
6355,509,Western Australia - Wheat Belt
6356,508,Western Australia - Outback
6356,509,Western Australia - Wheat Belt
6357,509,Western Australia - Wheat Belt
6358,509,Western Australia - Wheat Belt
6359,509,Western Australia - Wheat Belt
6361,509,Western Australia - Wheat Belt
6363,509,Western Australia - Wheat Belt
6365,509,Western Australia - Wheat Belt
6367,509,Western Australia - Wheat Belt
6368,509,Western Australia - Wheat Belt
6369,509,Western Australia - Wheat Belt
6370,509,Western Australia - Wheat Belt
6372,509,Western Australia - Wheat Belt
6373,509,Western Australia - Wheat Belt
6375,509,Western Australia - Wheat Belt
6383,509,Western Australia - Wheat Belt
6384,509,Western Australia - Wheat Belt
6385,509,Western Australia - Wheat Belt
6386,509,Western Australia - Wheat Belt
6390,509,Western Australia - Wheat Belt
6391,509,Western Australia - Wheat Belt
6392,509,Western Australia - Wheat Belt
6393,509,Western Australia - Wheat Belt
6394,509,Western Australia - Wheat Belt
6395,501,Bunbury
6395,509,Western Australia - Wheat Belt
6396,509,Western Australia - Wheat Belt
6397,509,Western Australia - Wheat Belt
6398,501,Bunbury
6401,509,Western Australia - Wheat Belt
6403,509,Western Australia - Wheat Belt
6405,509,Western Australia - Wheat Belt
6407,509,Western Australia - Wheat Belt
6409,509,Western Australia - Wheat Belt
6410,509,Western Australia - Wheat Belt
6411,509,Western Australia - Wheat Belt
6412,509,Western Australia - Wheat Belt
6413,509,Western Australia - Wheat Belt
6414,509,Western Australia - Wheat Belt
6415,509,Western Australia - Wheat Belt
6418,509,Western Australia - Wheat Belt
6419,509,Western Australia - Wheat Belt
6420,509,Western Australia - Wheat Belt
6421,509,Western Australia - Wheat Belt
6422,509,Western Australia - Wheat Belt
6423,509,Western Australia - Wheat Belt
6424,509,Western Australia - Wheat Belt
6425,509,Western Australia - Wheat Belt
6426,509,Western Australia - Wheat Belt
6427,509,Western Australia - Wheat Belt
6428,509,Western Australia - Wheat Belt
6429,508,Western Australia - Outback
6430,508,Western Australia - Outback
6431,508,Western Australia - Outback
6432,508,Western Australia - Outback
6434,508,Western Australia - Outback
6436,508,Western Australia - Outback
6437,508,Western Australia - Outback
6438,508,Western Australia - Outback
6440,508,Western Australia - Outback
6442,508,Western Australia - Outback
6443,508,Western Australia - Outback
6445,508,Western Australia - Outback
6446,508,Western Australia - Outback
6447,508,Western Australia - Outback
6448,508,Western Australia - Outback
6450,508,Western Australia - Outback
6452,508,Western Australia - Outback
6460,509,Western Australia - Wheat Belt
6461,509,Western Australia - Wheat Belt
6462,509,Western Australia - Wheat Belt
6463,509,Western Australia - Wheat Belt
6465,509,Western Australia - Wheat Belt
6466,509,Western Australia - Wheat Belt
6467,509,Western Australia - Wheat Belt
6468,509,Western Australia - Wheat Belt
6470,509,Western Australia - Wheat Belt
6472,509,Western Australia - Wheat Belt
6473,509,Western Australia - Wheat Belt
6475,509,Western Australia - Wheat Belt
6476,509,Western Australia - Wheat Belt
6477,509,Western Australia - Wheat Belt
6479,509,Western Australia - Wheat Belt
6480,509,Western Australia - Wheat Belt
6484,509,Western Australia - Wheat Belt
6485,509,Western Australia - Wheat Belt
6487,509,Western Australia - Wheat Belt
6488,509,Western Australia - Wheat Belt
6489,509,Western Australia - Wheat Belt
6490,509,Western Australia - Wheat Belt
6501,509,Western Australia - Wheat Belt
6502,509,Western Australia - Wheat Belt
6503,509,Western Australia - Wheat Belt
6504,509,Western Australia - Wheat Belt
6505,509,Western Australia - Wheat Belt
6506,509,Western Australia - Wheat Belt
6507,509,Western Australia - Wheat Belt
6509,509,Western Australia - Wheat Belt
6510,509,Western Australia - Wheat Belt
6511,509,Western Australia - Wheat Belt
6512,509,Western Australia - Wheat Belt
6513,508,Western Australia - Outback
6513,509,Western Australia - Wheat Belt
6514,508,Western Australia - Outback
6515,508,Western Australia - Outback
6516,509,Western Australia - Wheat Belt
6517,508,Western Australia - Outback
6518,508,Western Australia - Outback
6519,508,Western Australia - Outback
6521,509,Western Australia - Wheat Belt
6522,508,Western Australia - Outback
6525,508,Western Australia - Outback
6528,508,Western Australia - Outback
6530,508,Western Australia - Outback
6532,508,Western Australia - Outback
6535,508,Western Australia - Outback
6536,508,Western Australia - Outback
6537,508,Western Australia - Outback
6556,504,Perth - North East
6558,504,Perth - North East
6558,509,Western Australia - Wheat Belt
6560,504,Perth - North East
6560,509,Western Australia - Wheat Belt
6562,509,Western Australia - Wheat Belt
6564,509,Western Australia - Wheat Belt
6566,509,Western Australia - Wheat Belt
6567,509,Western Australia - Wheat Belt
6568,509,Western Australia - Wheat Belt
6569,509,Western Australia - Wheat Belt
6571,509,Western Australia - Wheat Belt
6572,509,Western Australia - Wheat Belt
6574,509,Western Australia - Wheat Belt
6575,509,Western Australia - Wheat Belt
6603,509,Western Australia - Wheat Belt
6605,509,Western Australia - Wheat Belt
6606,509,Western Australia - Wheat Belt
6608,509,Western Australia - Wheat Belt
6609,509,Western Australia - Wheat Belt
6612,508,Western Australia - Outback
6612,509,Western Australia - Wheat Belt
6613,509,Western Australia - Wheat Belt
6614,508,Western Australia - Outback
6616,508,Western Australia - Outback
6620,508,Western Australia - Outback
6623,508,Western Australia - Outback
6625,508,Western Australia - Outback
6627,508,Western Australia - Outback
6628,508,Western Australia - Outback
6630,508,Western Australia - Outback
6631,508,Western Australia - Outback
6632,508,Western Australia - Outback
6635,508,Western Australia - Outback
6638,508,Western Australia - Outback
6639,508,Western Australia - Outback
6640,508,Western Australia - Outback
6642,508,Western Australia - Outback
6646,508,Western Australia - Outback
6701,508,Western Australia - Outback
6705,508,Western Australia - Outback
6707,508,Western Australia - Outback
6710,508,Western Australia - Outback
6711,508,Western Australia - Outback
6712,508,Western Australia - Outback
6713,508,Western Australia - Outback
6714,508,Western Australia - Outback
6716,508,Western Australia - Outback
6718,508,Western Australia - Outback
6720,508,Western Australia - Outback
6721,508,Western Australia - Outback
6722,508,Western Australia - Outback
6725,508,Western Australia - Outback
6726,508,Western Australia - Outback
6728,508,Western Australia - Outback
6731,508,Western Australia - Outback
6733,508,Western Australia - Outback
6740,508,Western Australia - Outback
6743,508,Western Australia - Outback
6751,508,Western Australia - Outback
6753,508,Western Australia - Outback
